Timestamp,Vehicle_ID,Vehicle_Model,Battery_Age_Months,Avg_Cell_Voltage,Max_Cell_Voltage,Min_Cell_Voltage,Pack_Current,Charging_State,Charge_Throughput,Avg_Temperature,Max_Temperature,Min_Temperature,Ambient_Temperature,Internal_Resistance,Pressure_Level,Coolant_Flow_Rate,Insulation_Resistance,Cycle_Count,Depth_of_Discharge,Energy_Consumed_kWh,Energy_Regenerated_kWh,Distance_Traveled_km,Speed_kmh,Acceleration_ms2,Location_City,Location_Latitude,Location_Longitude,Altitude_m,Humidity_Percent,Air_Pressure_kPa,SOC,SOH,Voltage_Imbalance,Temperature_Gradient,Power_kW,Thermal_Risk_Score,Voltage_Risk_Score,Aging_Risk_Score,Overall_Risk_Score,Alert_Status,Critical_Alert,Hour,Day_of_Week,Month,Vehicle_Model_Encoded,Charging_State_Encoded,Location_City_Encoded,Risk_Category
2024-01-04 12:00:00,JLR-EV-1001,I-PACE,28,3.691,4.027,3.52,96.78,Discharging,28916.01,29.87,37.79,23.92,22.7,2.978,1.075,3.144,1061077,336,54.1,2.14,0.0,146.1,53.2,-0.4,Delhi,28.6139,77.209,216,57,100.0,39.603786605283915,82.62989649434928,0.5070000000000001,13.869999999999997,0.35721497999999996,15.37986719043035,100.0,53.63980013998131,56.33988911013722,Cell Imbalance,1,12,3,1,2,1,2,High
2024-01-04 18:00:00,JLR-EV-1001,I-PACE,54,3.659,3.99,3.448,38.56,Discharging,66333.55,23.72,37.52,16.17,22.44,3.397,1.095,3.386,1218620,767,49.0,0.85,0.0,88.1,81.4,1.6,Delhi,28.6139,77.209,216,56,100.5,43.78703279348001,60.32463880560379,0.5420000000000003,21.35,0.14109104,0.36035645753564527,100.0,83.1869421530609,61.18243287019885,Cell Imbalance,1,18,3,1,2,1,2,High
2024-01-05 00:00:00,JLR-EV-1001,I-PACE,44,3.52,3.701,3.297,26.47,Discharging,50243.37,25.35,38.14,21.89,23.87,3.285,1.667,2.773,1289485,622,84.0,0.56,0.0,30.2,15.4,-0.5,Chennai,13.0827,80.2707,6,80,102.3,44.903144414038735,69.36084443332862,0.4039999999999999,16.25,0.09317439999999999,3.8533674775114877,84.66229706860429,66.24844669863027,51.58803708158202,Cell Imbalance,1,0,4,1,2,1,1,High
2024-01-05 06:00:00,JLR-EV-1001,I-PACE,45,3.539,3.893,3.426,54.01,Discharging,52146.67,27.41,40.83,25.28,19.89,3.313,1.558,3.484,1462900,583,52.2,1.15,0.0,90.8,32.3,-1.8,Mumbai,19.076,72.8777,14,63,100.6,41.159313183441064,69.08285101551255,0.46699999999999964,15.549999999999997,0.19114139,5.931800642244847,100.0,69.9713912358221,58.63439729268898,Cell Imbalance,1,6,4,1,2,1,3,High
2024-01-05 12:00:00,JLR-EV-1001,I-PACE,11,3.744,4.062,3.418,103.68,Discharging,9779.67,28.4,32.93,24.17,19.25,2.771,1.457,2.047,1085382,138,73.5,2.33,0.0,125.5,25.0,-1.8,Chennai,13.0827,80.2707,6,67,101.0,61.55297870637315,90.87307353158629,0.6440000000000001,8.759999999999998,0.38817792,9.584565723698207,100.0,19.090724197515943,42.891763307071386,Cell Imbalance,1,12,4,1,2,1,1,Medium
2024-01-05 18:00:00,JLR-EV-1001,I-PACE,33,3.681,3.797,3.505,-53.85,Charging,42135.5,26.43,30.26,19.07,19.16,3.342,1.492,2.021,1070772,542,0.0,0.0,1.19,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,82,101.4,59.145735183532686,73.99356945626624,0.29200000000000026,11.190000000000001,0.19822185,3.924000108143643,62.247061222597296,56.77576019603292,40.98227384225795,Cell Imbalance,1,18,4,1,2,0,1,Medium
2024-01-06 00:00:00,JLR-EV-1001,I-PACE,2,3.594,3.762,3.236,88.08,Discharging,9901.44,31.52,39.82,27.29,25.16,3.157,1.346,3.42,1744207,116,78.9,1.9,0.0,149.8,104.4,1.7,Mumbai,19.076,72.8777,14,75,100.9,35.212344111878316,95.63798872668639,0.5259999999999998,12.530000000000001,0.31655952,17.63285032194512,100.0,9.595417749955296,42.40942269063347,Cell Imbalance,1,0,5,1,2,1,3,Medium
2024-01-06 06:00:00,JLR-EV-1001,I-PACE,22,3.497,3.788,3.322,-54.08,Charging,21122.66,32.17,40.7,28.09,23.84,3.377,1.103,2.054,1483559,301,0.0,0.0,1.13,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,71,101.9,34.61902363404113,84.70457826952946,0.46599999999999975,12.610000000000003,0.18911775999999997,16.713615736284257,95.43870020716129,33.80532036397021,48.65254543580525,Cell Imbalance,1,6,5,1,2,0,1,Medium
2024-01-06 12:00:00,JLR-EV-1001,I-PACE,40,3.54,3.908,3.201,67.77,Discharging,47735.48,25.27,37.9,21.48,16.63,3.306,1.197,3.719,1612200,598,47.4,1.44,0.0,158.3,68.6,0.3,Delhi,28.6139,77.209,216,58,98.9,40.98512433222646,70.73157730775793,0.7069999999999999,16.419999999999998,0.2399058,8.5655192782461,100.0,70.08037636926319,59.548631882503095,Cell Imbalance,1,12,5,1,2,1,2,High
2024-01-06 18:00:00,JLR-EV-1001,I-PACE,18,3.692,3.994,3.541,30.77,Discharging,21328.36,26.14,32.85,19.19,21.35,3.004,1.449,3.325,1205401,284,34.2,0.68,0.0,72.3,112.2,-2.1,Pune,18.5204,73.8567,560,67,94.7,39.656551285561484,86.4233586240564,0.4530000000000003,13.66,0.11360284,10.613449093149892,94.35051805183868,28.845557623761422,44.60317492291667,Cell Imbalance,1,18,5,1,2,1,4,Medium
2024-01-07 00:00:00,JLR-EV-1001,I-PACE,55,3.586,3.906,3.473,-1.88,Idle,67307.12,23.06,28.72,20.97,20.73,3.142,1.063,2.079,1728358,679,0.0,0.0,0.0,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,78,100.8,51.660452251813375,63.182842398863954,0.4330000000000003,7.75,0.00674168,2.6574283735335564,98.36394027258953,96.45859746747459,65.82665537119924,Cell Imbalance,1,0,6,1,2,2,3,High
2024-01-07 06:00:00,JLR-EV-1001,I-PACE,59,3.55,3.771,3.222,101.81,Discharging,54402.19,32.11,42.35,29.96,21.36,3.454,1.499,3.335,1371143,718,49.4,2.17,0.0,74.6,108.0,-1.6,Pune,18.5204,73.8567,560,60,94.2,40.197669475019346,58.69666153072945,0.5489999999999999,12.39,0.3614255,16.719995364075164,100.0,93.95990908803189,70.22663481736902,Cell Imbalance,1,6,6,1,2,1,4,High
2024-01-07 12:00:00,JLR-EV-1001,I-PACE,53,3.51,3.731,3.19,51.95,Discharging,62153.83,23.87,29.89,18.52,21.9,3.26,1.015,2.661,1225799,679,26.3,1.09,0.0,130.6,32.0,-0.9,Delhi,28.6139,77.209,216,68,99.2,40.499830553800756,64.25837337406502,0.5409999999999999,11.370000000000001,0.18234450000000002,5.859497661835391,100.0,89.85201011525126,65.23716925902887,Cell Imbalance,1,12,6,1,2,1,2,High
2024-01-07 18:00:00,JLR-EV-1001,I-PACE,4,3.438,3.783,3.196,83.25,Discharging,6133.78,32.93,40.77,25.88,21.7,3.077,1.581,2.018,1744538,64,42.0,1.72,0.0,50.0,89.3,2.1,Delhi,28.6139,77.209,216,53,100.1,16.209287060829308,94.42718231227114,0.5869999999999997,14.890000000000004,0.2862135,24.586490843494744,100.0,19.139737937412676,47.90874292696915,Cell Imbalance,1,18,6,1,2,1,2,Medium
2024-01-08 00:00:00,JLR-EV-1001,I-PACE,46,3.573,3.878,3.412,54.25,Discharging,55449.75,33.9,36.93,28.45,26.99,3.258,1.399,2.426,1194425,607,32.3,1.16,0.0,182.3,37.6,-2.2,Chennai,13.0827,80.2707,6,80,101.5,37.413360437003895,65.8392202685893,0.4660000000000002,8.48,0.19383525000000001,18.52624964116009,97.0730036493375,73.48872725555894,63.029326848685514,Cell Imbalance,1,0,0,1,2,1,1,High
2024-01-08 06:00:00,JLR-EV-1001,I-PACE,4,3.651,3.816,3.494,0.32,Idle,7603.29,24.55,35.82,16.88,24.24,2.739,1.285,3.983,1290435,77,0.0,0.0,0.0,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,61,100.5,48.2602709888434,100.12204582633295,0.3219999999999996,18.94,0.00116832,6.3587414124797395,76.50246973467014,12.231608000277143,31.69760638247568,Cell Imbalance,1,6,0,1,2,2,3,Medium
2024-01-08 12:00:00,JLR-EV-1001,I-PACE,59,3.613,4.0,3.492,96.83,Discharging,64705.91,31.01,35.38,23.98,24.17,3.695,1.042,3.682,1526535,772,50.1,2.1,0.0,100.1,79.3,-0.2,Mumbai,19.076,72.8777,14,67,101.6,44.457923788248536,56.09106117141883,0.508,11.400000000000002,0.34984679,15.626556874457606,100.0,90.53987864785448,68.72214517410403,Cell Imbalance,1,12,0,1,2,1,3,High
2024-01-08 18:00:00,JLR-EV-1001,I-PACE,43,3.388,3.659,3.189,91.17,Discharging,54582.85,30.82,36.3,27.56,25.19,3.594,1.461,2.515,1753433,565,55.0,1.85,0.0,0.6,46.4,-0.6,Pune,18.5204,73.8567,560,59,93.6,18.334796989311954,67.90134506898488,0.46999999999999975,8.739999999999998,0.30888396,20.78861521621317,100.0,77.89583388926303,66.2281497018254,Cell Imbalance,1,18,0,1,2,1,4,High
2024-01-09 00:00:00,JLR-EV-1001,I-PACE,58,3.624,3.746,3.39,71.59,Discharging,57934.06,25.05,36.77,17.61,17.96,3.225,1.629,2.809,1596933,704,60.4,1.56,0.0,83.5,53.3,-0.5,Chennai,13.0827,80.2707,6,79,101.9,41.305013149338535,60.21598921691779,0.35599999999999987,19.160000000000004,0.25944216,1.3275157823072772,75.1955209245437,90.51512694041037,55.67938788242045,Cell Imbalance,1,0,1,1,2,1,1,High
2024-01-09 06:00:00,JLR-EV-1001,I-PACE,35,3.43,3.667,3.095,1.49,Idle,45587.8,22.85,32.87,18.63,21.14,3.097,1.438,2.063,1369681,521,0.0,0.0,0.0,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,77,101.8,29.18818688723996,73.7392803101765,0.5719999999999996,14.239999999999998,0.0051107,0.0,100.0,63.93463128083003,54.64487709361001,Cell Imbalance,1,6,1,1,2,2,1,High
2024-01-09 12:00:00,JLR-EV-1001,I-PACE,60,3.396,3.67,2.997,18.46,Discharging,73213.02,28.53,33.21,22.09,24.02,3.357,1.539,2.03,1464781,722,84.5,0.38,0.0,91.4,13.6,0.7,Pune,18.5204,73.8567,560,72,93.8,16.99729825637572,59.392776405306655,0.673,11.120000000000001,0.06269016,12.063710022505749,100.0,91.87150457381436,67.97840486544004,Cell Imbalance,1,12,1,1,2,1,4,High
2024-01-09 18:00:00,JLR-EV-1001,I-PACE,59,3.534,3.655,3.311,28.2,Discharging,63729.17,26.57,31.0,19.45,22.19,3.228,1.736,2.326,1454241,756,52.4,0.6,0.0,145.5,115.5,1.7,Bangalore,12.9716,77.5946,920,67,92.0,43.128633165006846,59.0605396402062,0.34399999999999986,11.55,0.09965879999999999,12.260879753124545,81.24580918183031,98.55840921359516,64.02169938285,Cell Imbalance,1,18,1,1,2,1,0,High
2024-01-10 00:00:00,JLR-EV-1001,I-PACE,59,3.451,3.62,3.248,57.77,Discharging,69160.81,26.8,36.27,22.12,21.99,3.476,1.731,3.591,1231067,768,50.6,1.2,0.0,50.4,95.3,1.9,Bangalore,12.9716,77.5946,920,70,92.0,16.122403524584648,61.84177053276287,0.3719999999999999,14.150000000000002,0.19936427,8.074666748413645,85.46778186250519,98.0993443989815,63.88059766996678,Cell Imbalance,1,0,2,1,2,1,0,High
2024-01-10 06:00:00,JLR-EV-1001,I-PACE,18,3.736,3.904,3.429,41.65,Discharging,21592.06,24.12,36.82,17.57,19.14,3.116,1.373,3.239,1282839,223,32.6,0.93,0.0,116.9,108.2,-2.3,Mumbai,19.076,72.8777,14,66,100.5,62.59640681692225,86.95066122413988,0.4750000000000001,19.25,0.1556044,5.60844487020212,100.0,39.4310522559072,48.34649904203644,Cell Imbalance,1,6,2,1,2,1,3,Medium
2024-01-10 12:00:00,JLR-EV-1001,I-PACE,9,3.486,3.599,3.099,-67.92,Charging,12656.74,27.13,40.01,20.05,24.16,2.784,1.027,3.323,1391168,169,0.0,0.0,1.42,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,79,92.4,35.06655325949285,92.06846624741611,0.5,19.959999999999997,0.23676912000000003,9.327674228273075,100.0,27.21796430018395,45.51521284281901,Cell Imbalance,1,12,2,1,2,0,0,Medium
2024-01-10 18:00:00,JLR-EV-1001,I-PACE,12,3.699,3.9,3.366,-24.32,Charging,15689.12,21.15,28.38,18.37,18.12,2.804,1.085,3.32,1255165,194,0.0,0.0,0.54,0.0,0.0,0.0,Pune,18.5204,73.8567,560,72,94.7,55.11098479377616,89.97097269120144,0.5339999999999998,10.009999999999998,0.08995967999999999,0.0,100.0,32.387713580054175,44.12923786001806,Cell Imbalance,1,18,2,1,2,0,4,Medium
2024-01-11 00:00:00,JLR-EV-1001,I-PACE,10,3.425,3.624,3.131,87.04,Discharging,14003.65,29.81,35.74,26.07,24.23,3.176,1.306,3.515,1310193,166,69.3,1.79,0.0,129.3,70.6,0.6,Pune,18.5204,73.8567,560,63,94.5,10.124652081382283,93.20041086165563,0.4930000000000003,9.670000000000002,0.29811200000000004,16.711616200646976,100.0,25.069954603887442,47.26052360151147,Low Battery;Cell Imbalance,1,0,3,1,2,1,4,Medium
2024-01-11 06:00:00,JLR-EV-1001,I-PACE,4,3.57,3.905,3.414,26.39,Discharging,16401.86,31.29,39.84,23.37,27.77,2.919,1.107,3.872,1338435,182,44.3,0.57,0.0,77.5,13.4,1.1,Delhi,28.6139,77.209,216,60,100.3,40.878055767235644,96.43614889866613,0.49099999999999966,16.470000000000002,0.0942123,15.701270668036356,100.0,16.01541511876021,43.905561928932194,Cell Imbalance,1,6,3,1,2,1,2,Medium
2024-01-11 12:00:00,JLR-EV-1001,I-PACE,8,3.677,4.032,3.375,85.36,Discharging,17595.44,29.24,42.97,21.6,24.46,3.094,1.612,3.413,1125012,213,85.4,1.88,0.0,70.0,1.6,1.4,Chennai,13.0827,80.2707,6,76,101.3,35.389098100274786,90.03106640340556,0.657,21.369999999999997,0.31386872,16.05362920032114,100.0,18.83961162386017,44.96441360806043,Cell Imbalance,1,12,3,1,2,1,1,Medium
2024-01-11 18:00:00,JLR-EV-1001,I-PACE,43,3.468,3.699,3.332,26.14,Discharging,51112.25,24.36,29.96,21.93,20.23,3.251,1.084,2.61,1188028,574,66.9,0.54,0.0,104.1,21.0,0.9,Bangalore,12.9716,77.5946,920,71,91.2,19.191828399400627,70.49952587584806,0.367,8.030000000000001,0.09065352,0.6421583246480644,88.1916464660732,65.3240256950693,51.38594349526352,Cell Imbalance,1,18,3,1,2,1,0,High
2024-01-12 00:00:00,JLR-EV-1001,I-PACE,59,3.719,4.048,3.399,99.25,Discharging,78286.64,29.68,35.51,25.25,19.55,3.668,1.688,2.269,1254553,781,27.4,2.21,0.0,45.7,15.4,2.1,Chennai,13.0827,80.2707,6,74,102.4,67.60470079687104,57.5614115762677,0.649,10.259999999999998,0.36911075,17.985416068791316,100.0,97.18131793292805,71.72224466723979,Cell Imbalance,1,0,4,1,2,1,1,High
2024-01-12 06:00:00,JLR-EV-1001,I-PACE,45,3.365,3.587,3.049,96.63,Discharging,50868.57,33.75,44.44,28.79,26.38,3.415,1.082,3.747,1333145,574,25.0,1.95,0.0,22.9,9.4,-1.4,Bangalore,12.9716,77.5946,920,74,91.7,12.061343007518579,69.23826554605336,0.5380000000000003,15.649999999999999,0.32515995,21.339875942807712,100.0,72.4177592208286,64.58587838787876,Low Battery;Cell Imbalance,1,6,4,1,2,1,0,High
2024-01-12 12:00:00,JLR-EV-1001,I-PACE,17,3.585,3.8,3.296,62.87,Discharging,16311.95,25.55,32.27,18.4,21.7,3.037,1.061,3.113,1042344,223,84.9,1.35,0.0,75.6,33.8,-0.6,Chennai,13.0827,80.2707,6,81,101.0,37.79620406888643,87.63579875424455,0.504,13.870000000000005,0.22538895,6.478297224405522,100.0,40.16349296627635,48.880596730227296,Cell Imbalance,1,12,4,1,2,1,1,Medium
2024-01-12 18:00:00,JLR-EV-1001,I-PACE,3,3.685,3.948,3.434,32.64,Discharging,7018.26,24.46,34.14,19.96,19.79,2.95,1.76,3.381,1686136,77,21.9,0.72,0.0,169.2,45.5,-2.1,Bangalore,12.9716,77.5946,920,66,92.1,38.8034314682752,95.8657730592808,0.5139999999999998,14.18,0.12027840000000001,1.4068194927611195,100.0,6.950365911683182,36.11906180148143,Cell Imbalance,1,18,4,1,2,1,0,Medium
2024-01-13 00:00:00,JLR-EV-1001,I-PACE,59,3.521,3.66,3.27,61.03,Discharging,64508.46,21.99,31.1,16.1,19.81,3.499,1.437,3.848,1443283,787,61.8,1.29,0.0,53.6,87.8,2.2,Bangalore,12.9716,77.5946,920,65,92.8,37.640411946939714,57.92667738350998,0.3900000000000001,15.0,0.21488663,0.2769489381698742,79.62124282990658,100.0,59.96606392269215,Cell Imbalance,1,0,5,1,2,1,0,High
2024-01-13 06:00:00,JLR-EV-1001,I-PACE,37,3.482,3.827,3.327,-77.5,Charging,46225.22,32.41,46.94,29.57,25.95,3.337,1.004,2.605,1737908,480,0.0,0.0,1.62,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,70,102.1,36.231917794539825,74.64147573993503,0.5,17.369999999999997,0.269855,16.853589850527932,100.0,64.29352465744289,60.38237150265693,Cell Imbalance,1,6,5,1,2,0,1,High
2024-01-13 12:00:00,JLR-EV-1002,I-PACE,39,3.385,3.767,3.048,-42.65,Charging,43687.69,31.45,38.92,26.68,24.08,3.297,1.51,3.301,1799417,492,0.0,0.0,0.87,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,72,100.3,39.62447628076586,69.93240331331712,0.7189999999999999,12.240000000000002,0.14437025,17.421054794476156,100.0,64.21951674755698,60.54685718067771,Cell Imbalance,1,12,5,1,2,0,3,High
2024-01-13 18:00:00,JLR-EV-1002,I-PACE,48,3.549,3.874,3.423,68.31,Discharging,70560.2,31.16,46.15,26.71,23.5,3.203,1.13,2.841,1514801,724,21.8,1.45,0.0,25.7,107.8,-2.4,Chennai,13.0827,80.2707,6,70,101.2,43.46980859153041,64.19737848669993,0.45100000000000007,19.439999999999998,0.24243219,20.708232412473333,100.0,74.1802916015404,64.96284133800458,Cell Imbalance,1,18,5,1,2,1,1,High
2024-01-14 00:00:00,JLR-EV-1002,I-PACE,10,3.736,4.084,3.371,-0.05,Idle,18841.21,20.49,31.86,16.32,18.77,2.668,1.162,2.716,1320170,219,0.0,0.0,0.0,0.0,0.0,0.0,Pune,18.5204,73.8567,560,70,93.7,76.23051890350196,91.4419752515254,0.7129999999999996,15.54,0.00018680000000000001,0.0,100.0,19.523494223693415,39.84116474123114,Cell Imbalance,1,0,6,1,2,2,4,Medium
2024-01-14 06:00:00,JLR-EV-1002,I-PACE,42,3.509,3.775,3.196,67.17,Discharging,51548.61,28.41,34.34,21.24,20.24,3.197,1.419,2.394,1523542,640,32.7,1.41,0.0,130.2,26.1,2.5,Mumbai,19.076,72.8777,14,78,101.0,35.49716380802525,67.77873957332696,0.5789999999999997,13.100000000000005,0.23569953000000002,8.573981213983819,100.0,64.5365950997324,57.7035254379054,Cell Imbalance,1,6,6,1,2,1,3,High
2024-01-14 12:00:00,JLR-EV-1002,I-PACE,28,3.712,4.007,3.481,18.54,Discharging,26851.86,29.79,40.42,25.34,25.8,3.227,1.213,2.494,1395263,359,20.5,0.41,0.0,103.7,7.5,0.2,Chennai,13.0827,80.2707,6,79,101.1,60.56622591305917,79.97851850338184,0.5259999999999998,15.080000000000002,0.06882048,16.27455751552079,100.0,55.85259940931229,57.37571897494436,Cell Imbalance,1,12,6,1,2,1,1,High
2024-01-14 18:00:00,JLR-EV-1002,I-PACE,46,3.473,3.627,3.319,69.66,Discharging,46046.01,34.02,38.22,31.77,23.65,3.29,1.614,3.815,1053400,655,52.8,1.45,0.0,44.7,107.9,1.8,Mumbai,19.076,72.8777,14,77,102.1,14.964554743160054,65.11116032750006,0.30799999999999983,6.449999999999999,0.24192917999999997,27.63163524365121,65.13758322422409,75.24349268516629,56.00423705101387,Low Battery;Cell Imbalance,1,18,6,1,2,1,3,High
